RID,DESIGN_ROW,SCENARIO,SEQ,pref1,a1_x1,a1_x2,a1_x3,a2_x1,a2_x2,a2_x3,a3_x1,a3_x2,a3_x3
3,5,1,1,1,1,1,1,3,1,2,1,2,4
3,6,2,2,1,1,1,1,1,3,3,2,1,1
3,7,3,3,1,1,1,1,3,3,3,1,2,2
3,8,4,4,1,1,1,1,3,2,3,2,3,4
7,5,1,1,,1,1,1,3,1,2,1,2,4
13,5,1,1,3,1,1,1,3,1,2,1,2,4
13,6,2,2,2,1,1,1,1,3,3,2,1,1
13,7,3,3,3,1,1,1,3,3,3,1,2,2
13,8,4,4,3,1,1,1,3,2,3,2,3,4
17,5,1,1,2,1,1,1,3,1,2,1,2,4
17,6,2,2,3,1,1,1,1,3,3,2,1,1
17,7,3,3,3,1,1,1,3,3,3,1,2,2
17,8,4,4,1,1,1,1,3,2,3,2,3,4
15,5,1,1,1,1,1,1,3,1,2,1,2,4
15,6,2,2,2,1,1,1,1,3,3,2,1,1
15,7,3,3,3,1,1,1,3,3,3,1,2,2
15,8,4,4,1,1,1,1,3,2,3,2,3,4
21,1,1,1,1,1,1,1,1,1,2,2,3,3
21,2,2,2,3,1,1,1,2,2,4,3,1,1
21,3,3,3,2,1,1,1,3,2,2,1,1,1
21,4,4,4,3,1,1,1,2,1,1,3,2,2
22,1,1,1,3,1,1,1,1,1,2,2,3,3
22,2,2,2,1,1,1,1,2,2,4,3,1,1
22,3,3,3,2,1,1,1,3,2,2,1,1,1
22,4,4,4,3,1,1,1,2,1,1,3,2,2
23,5,1,1,1,1,1,1,3,1,2,1,2,4
23,6,2,2,2,1,1,1,1,3,3,2,1,1
23,7,3,3,3,1,1,1,3,3,3,1,2,2
23,8,4,4,1,1,1,1,3,2,3,2,3,4
20,1,1,1,3,1,1,1,1,1,2,2,3,3
20,2,2,2,3,1,1,1,2,2,4,3,1,1
20,3,3,3,3,1,1,1,3,2,2,1,1,1
20,4,4,4,2,1,1,1,2,1,1,3,2,2
16,5,1,1,3,1,1,1,3,1,2,1,2,4
16,6,2,2,2,1,1,1,1,3,3,2,1,1
16,7,3,3,3,1,1,1,3,3,3,1,2,2
16,8,4,4,3,1,1,1,3,2,3,2,3,4
25,1,1,1,3,1,1,1,1,1,2,2,3,3
25,2,2,2,3,1,1,1,2,2,4,3,1,1
25,3,3,3,3,1,1,1,3,2,2,1,1,1
25,4,4,4,2,1,1,1,2,1,1,3,2,2
19,1,1,1,3,1,1,1,1,1,2,2,3,3
19,2,2,2,2,1,1,1,2,2,4,3,1,1
19,3,3,3,2,1,1,1,3,2,2,1,1,1
19,4,4,4,3,1,1,1,2,1,1,3,2,2
27,5,1,1,3,1,1,1,3,1,2,1,2,4
27,6,2,2,2,1,1,1,1,3,3,2,1,1
27,7,3,3,3,1,1,1,3,3,3,1,2,2
27,8,4,4,3,1,1,1,3,2,3,2,3,4
28,1,1,1,3,1,1,1,1,1,2,2,3,3
28,2,2,2,1,1,1,1,2,2,4,3,1,1
28,3,3,3,3,1,1,1,3,2,2,1,1,1
28,4,4,4,2,1,1,1,2,1,1,3,2,2
34,1,1,1,2,1,1,1,1,1,2,2,3,3
34,2,2,2,1,1,1,1,2,2,4,3,1,1
34,3,3,3,3,1,1,1,3,2,2,1,1,1
34,4,4,4,1,1,1,1,2,1,1,3,2,2
33,5,1,1,3,1,1,1,3,1,2,1,2,4
33,6,2,2,2,1,1,1,1,3,3,2,1,1
33,7,3,3,3,1,1,1,3,3,3,1,2,2
33,8,4,4,3,1,1,1,3,2,3,2,3,4
29,1,1,1,1,1,1,1,1,1,2,2,3,3
29,2,2,2,1,1,1,1,2,2,4,3,1,1
29,3,3,3,3,1,1,1,3,2,2,1,1,1
29,4,4,4,2,1,1,1,2,1,1,3,2,2
42,1,1,1,3,1,1,1,1,1,2,2,3,3
42,2,2,2,2,1,1,1,2,2,4,3,1,1
42,3,3,3,2,1,1,1,3,2,2,1,1,1
42,4,4,4,2,1,1,1,2,1,1,3,2,2
31,1,1,1,2,1,1,1,1,1,2,2,3,3
31,2,2,2,1,1,1,1,2,2,4,3,1,1
31,3,3,3,3,1,1,1,3,2,2,1,1,1
31,4,4,4,2,1,1,1,2,1,1,3,2,2
39,5,1,1,3,1,1,1,3,1,2,1,2,4
39,6,2,2,2,1,1,1,1,3,3,2,1,1
39,7,3,3,3,1,1,1,3,3,3,1,2,2
39,8,4,4,3,1,1,1,3,2,3,2,3,4
30,5,1,1,1,1,1,1,3,1,2,1,2,4
30,6,2,2,1,1,1,1,1,3,3,2,1,1
30,7,3,3,3,1,1,1,3,3,3,1,2,2
30,8,4,4,1,1,1,1,3,2,3,2,3,4
35,5,1,1,2,1,1,1,3,1,2,1,2,4
35,6,2,2,2,1,1,1,1,3,3,2,1,1
35,7,3,3,3,1,1,1,3,3,3,1,2,2
35,8,4,4,3,1,1,1,3,2,3,2,3,4
24,1,1,1,2,1,1,1,1,1,2,2,3,3
24,2,2,2,1,1,1,1,2,2,4,3,1,1
24,3,3,3,3,1,1,1,3,2,2,1,1,1
24,4,4,4,3,1,1,1,2,1,1,3,2,2
46,1,1,1,2,1,1,1,1,1,2,2,3,3
46,2,2,2,3,1,1,1,2,2,4,3,1,1
46,3,3,3,2,1,1,1,3,2,2,1,1,1
46,4,4,4,3,1,1,1,2,1,1,3,2,2
53,1,1,1,2,1,1,1,1,1,2,2,3,3
53,2,2,2,3,1,1,1,2,2,4,3,1,1
53,3,3,3,2,1,1,1,3,2,2,1,1,1
53,4,4,4,2,1,1,1,2,1,1,3,2,2
40,1,1,1,3,1,1,1,1,1,2,2,3,3
40,2,2,2,2,1,1,1,2,2,4,3,1,1
40,3,3,3,3,1,1,1,3,2,2,1,1,1
40,4,4,4,2,1,1,1,2,1,1,3,2,2
52,1,1,1,3,1,1,1,1,1,2,2,3,3
52,2,2,2,1,1,1,1,2,2,4,3,1,1
52,3,3,3,3,1,1,1,3,2,2,1,1,1
52,4,4,4,3,1,1,1,2,1,1,3,2,2
50,5,1,1,2,1,1,1,3,1,2,1,2,4
50,6,2,2,1,1,1,1,1,3,3,2,1,1
50,7,3,3,2,1,1,1,3,3,3,1,2,2
50,8,4,4,2,1,1,1,3,2,3,2,3,4
18,1,1,1,2,1,1,1,1,1,2,2,3,3
18,2,2,2,1,1,1,1,2,2,4,3,1,1
18,3,3,3,3,1,1,1,3,2,2,1,1,1
18,4,4,4,2,1,1,1,2,1,1,3,2,2
47,5,1,1,3,1,1,1,3,1,2,1,2,4
47,6,2,2,3,1,1,1,1,3,3,2,1,1
47,7,3,3,3,1,1,1,3,3,3,1,2,2
47,8,4,4,3,1,1,1,3,2,3,2,3,4
45,5,1,1,3,1,1,1,3,1,2,1,2,4
45,6,2,2,2,1,1,1,1,3,3,2,1,1
45,7,3,3,2,1,1,1,3,3,3,1,2,2
45,8,4,4,3,1,1,1,3,2,3,2,3,4
62,1,1,1,2,1,1,1,1,1,2,2,3,3
62,2,2,2,3,1,1,1,2,2,4,3,1,1
62,3,3,3,2,1,1,1,3,2,2,1,1,1
62,4,4,4,2,1,1,1,2,1,1,3,2,2
54,1,1,1,3,1,1,1,1,1,2,2,3,3
54,2,2,2,1,1,1,1,2,2,4,3,1,1
54,3,3,3,2,1,1,1,3,2,2,1,1,1
54,4,4,4,2,1,1,1,2,1,1,3,2,2
71,5,1,1,1,1,1,1,3,1,2,1,2,4
71,6,2,2,1,1,1,1,1,3,3,2,1,1
71,7,3,3,1,1,1,1,3,3,3,1,2,2
71,8,4,4,1,1,1,1,3,2,3,2,3,4
41,5,1,1,1,1,1,1,3,1,2,1,2,4
41,6,2,2,1,1,1,1,1,3,3,2,1,1
41,7,3,3,3,1,1,1,3,3,3,1,2,2
41,8,4,4,1,1,1,1,3,2,3,2,3,4
56,5,1,1,3,1,1,1,3,1,2,1,2,4
56,6,2,2,2,1,1,1,1,3,3,2,1,1
56,7,3,3,2,1,1,1,3,3,3,1,2,2
56,8,4,4,3,1,1,1,3,2,3,2,3,4
59,1,1,1,3,1,1,1,1,1,2,2,3,3
59,2,2,2,2,1,1,1,2,2,4,3,1,1
59,3,3,3,2,1,1,1,3,2,2,1,1,1
59,4,4,4,3,1,1,1,2,1,1,3,2,2
83,5,1,1,2,1,1,1,3,1,2,1,2,4
83,6,2,2,1,1,1,1,1,3,3,2,1,1
83,7,3,3,3,1,1,1,3,3,3,1,2,2
83,8,4,4,2,1,1,1,3,2,3,2,3,4
43,5,1,1,2,1,1,1,3,1,2,1,2,4
43,6,2,2,2,1,1,1,1,3,3,2,1,1
43,7,3,3,2,1,1,1,3,3,3,1,2,2
43,8,4,4,3,1,1,1,3,2,3,2,3,4
69,5,1,1,3,1,1,1,3,1,2,1,2,4
69,6,2,2,2,1,1,1,1,3,3,2,1,1
69,7,3,3,3,1,1,1,3,3,3,1,2,2
69,8,4,4,3,1,1,1,3,2,3,2,3,4
76,1,1,1,1,1,1,1,1,1,2,2,3,3
76,2,2,2,1,1,1,1,2,2,4,3,1,1
76,3,3,3,1,1,1,1,3,2,2,1,1,1
76,4,4,4,1,1,1,1,2,1,1,3,2,2
85,5,1,1,2,1,1,1,3,1,2,1,2,4
85,6,2,2,2,1,1,1,1,3,3,2,1,1
85,7,3,3,3,1,1,1,3,3,3,1,2,2
85,8,4,4,3,1,1,1,3,2,3,2,3,4
37,5,1,1,3,1,1,1,3,1,2,1,2,4
37,6,2,2,2,1,1,1,1,3,3,2,1,1
37,7,3,3,2,1,1,1,3,3,3,1,2,2
37,8,4,4,3,1,1,1,3,2,3,2,3,4
67,1,1,1,3,1,1,1,1,1,2,2,3,3
67,2,2,2,1,1,1,1,2,2,4,3,1,1
67,3,3,3,3,1,1,1,3,2,2,1,1,1
67,4,4,4,2,1,1,1,2,1,1,3,2,2
38,5,1,1,1,1,1,1,3,1,2,1,2,4
38,6,2,2,2,1,1,1,1,3,3,2,1,1
38,7,3,3,1,1,1,1,3,3,3,1,2,2
38,8,4,4,1,1,1,1,3,2,3,2,3,4
75,5,1,1,3,1,1,1,3,1,2,1,2,4
75,6,2,2,2,1,1,1,1,3,3,2,1,1
75,7,3,3,3,1,1,1,3,3,3,1,2,2
75,8,4,4,3,1,1,1,3,2,3,2,3,4
49,5,1,1,2,1,1,1,3,1,2,1,2,4
49,6,2,2,2,1,1,1,1,3,3,2,1,1
49,7,3,3,3,1,1,1,3,3,3,1,2,2
49,8,4,4,3,1,1,1,3,2,3,2,3,4
44,5,1,1,3,1,1,1,3,1,2,1,2,4
44,6,2,2,2,1,1,1,1,3,3,2,1,1
44,7,3,3,3,1,1,1,3,3,3,1,2,2
44,8,4,4,3,1,1,1,3,2,3,2,3,4
72,5,1,1,1,1,1,1,3,1,2,1,2,4
72,6,2,2,2,1,1,1,1,3,3,2,1,1
72,7,3,3,3,1,1,1,3,3,3,1,2,2
72,8,4,4,2,1,1,1,3,2,3,2,3,4
57,5,1,1,3,1,1,1,3,1,2,1,2,4
57,6,2,2,2,1,1,1,1,3,3,2,1,1
57,7,3,3,3,1,1,1,3,3,3,1,2,2
57,8,4,4,3,1,1,1,3,2,3,2,3,4
51,5,1,1,2,1,1,1,3,1,2,1,2,4
51,6,2,2,2,1,1,1,1,3,3,2,1,1
51,7,3,3,2,1,1,1,3,3,3,1,2,2
51,8,4,4,2,1,1,1,3,2,3,2,3,4
89,5,1,1,3,1,1,1,3,1,2,1,2,4
89,6,2,2,2,1,1,1,1,3,3,2,1,1
89,7,3,3,2,1,1,1,3,3,3,1,2,2
89,8,4,4,3,1,1,1,3,2,3,2,3,4
91,1,1,1,3,1,1,1,1,1,2,2,3,3
91,2,2,2,1,1,1,1,2,2,4,3,1,1
91,3,3,3,3,1,1,1,3,2,2,1,1,1
91,4,4,4,1,1,1,1,2,1,1,3,2,2
94,1,1,1,2,1,1,1,1,1,2,2,3,3
94,2,2,2,1,1,1,1,2,2,4,3,1,1
94,3,3,3,3,1,1,1,3,2,2,1,1,1
94,4,4,4,2,1,1,1,2,1,1,3,2,2
84,5,1,1,1,1,1,1,3,1,2,1,2,4
84,6,2,2,3,1,1,1,1,3,3,2,1,1
84,7,3,3,1,1,1,1,3,3,3,1,2,2
84,8,4,4,2,1,1,1,3,2,3,2,3,4
90,1,1,1,3,1,1,1,1,1,2,2,3,3
90,2,2,2,2,1,1,1,2,2,4,3,1,1
90,3,3,3,3,1,1,1,3,2,2,1,1,1
90,4,4,4,2,1,1,1,2,1,1,3,2,2
97,5,1,1,3,1,1,1,3,1,2,1,2,4
97,6,2,2,2,1,1,1,1,3,3,2,1,1
97,7,3,3,2,1,1,1,3,3,3,1,2,2
97,8,4,4,3,1,1,1,3,2,3,2,3,4
55,5,1,1,1,1,1,1,3,1,2,1,2,4
55,6,2,2,2,1,1,1,1,3,3,2,1,1
55,7,3,3,3,1,1,1,3,3,3,1,2,2
55,8,4,4,1,1,1,1,3,2,3,2,3,4
48,1,1,1,3,1,1,1,1,1,2,2,3,3
48,2,2,2,3,1,1,1,2,2,4,3,1,1
48,3,3,3,2,1,1,1,3,2,2,1,1,1
48,4,4,4,3,1,1,1,2,1,1,3,2,2
78,1,1,1,2,1,1,1,1,1,2,2,3,3
78,2,2,2,1,1,1,1,2,2,4,3,1,1
78,3,3,3,3,1,1,1,3,2,2,1,1,1
78,4,4,4,2,1,1,1,2,1,1,3,2,2
80,5,1,1,2,1,1,1,3,1,2,1,2,4
80,6,2,2,2,1,1,1,1,3,3,2,1,1
80,7,3,3,2,1,1,1,3,3,3,1,2,2
80,8,4,4,2,1,1,1,3,2,3,2,3,4
87,1,1,1,1,1,1,1,1,1,2,2,3,3
87,2,2,2,1,1,1,1,2,2,4,3,1,1
87,3,3,3,3,1,1,1,3,2,2,1,1,1
87,4,4,4,2,1,1,1,2,1,1,3,2,2
86,1,1,1,2,1,1,1,1,1,2,2,3,3
86,2,2,2,2,1,1,1,2,2,4,3,1,1
86,3,3,3,2,1,1,1,3,2,2,1,1,1
86,4,4,4,3,1,1,1,2,1,1,3,2,2
26,1,1,1,3,1,1,1,1,1,2,2,3,3
26,2,2,2,2,1,1,1,2,2,4,3,1,1
26,3,3,3,3,1,1,1,3,2,2,1,1,1
26,4,4,4,2,1,1,1,2,1,1,3,2,2
104,1,1,1,3,1,1,1,1,1,2,2,3,3
104,2,2,2,2,1,1,1,2,2,4,3,1,1
104,3,3,3,2,1,1,1,3,2,2,1,1,1
104,4,4,4,3,1,1,1,2,1,1,3,2,2
98,1,1,1,2,1,1,1,1,1,2,2,3,3
98,2,2,2,3,1,1,1,2,2,4,3,1,1
98,3,3,3,2,1,1,1,3,2,2,1,1,1
98,4,4,4,3,1,1,1,2,1,1,3,2,2
99,1,1,1,3,1,1,1,1,1,2,2,3,3
99,2,2,2,3,1,1,1,2,2,4,3,1,1
99,3,3,3,1,1,1,1,3,2,2,1,1,1
99,4,4,4,2,1,1,1,2,1,1,3,2,2
66,5,1,1,2,1,1,1,3,1,2,1,2,4
66,6,2,2,2,1,1,1,1,3,3,2,1,1
66,7,3,3,1,1,1,1,3,3,3,1,2,2
66,8,4,4,2,1,1,1,3,2,3,2,3,4
61,1,1,1,2,1,1,1,1,1,2,2,3,3
61,2,2,2,3,1,1,1,2,2,4,3,1,1
61,3,3,3,2,1,1,1,3,2,2,1,1,1
61,4,4,4,3,1,1,1,2,1,1,3,2,2
74,1,1,1,3,1,1,1,1,1,2,2,3,3
74,2,2,2,2,1,1,1,2,2,4,3,1,1
74,3,3,3,3,1,1,1,3,2,2,1,1,1
74,4,4,4,2,1,1,1,2,1,1,3,2,2
106,1,1,1,3,1,1,1,1,1,2,2,3,3
106,2,2,2,3,1,1,1,2,2,4,3,1,1
106,3,3,3,2,1,1,1,3,2,2,1,1,1
106,4,4,4,2,1,1,1,2,1,1,3,2,2
110,1,1,1,1,1,1,1,1,1,2,2,3,3
110,2,2,2,1,1,1,1,2,2,4,3,1,1
110,3,3,3,3,1,1,1,3,2,2,1,1,1
110,4,4,4,2,1,1,1,2,1,1,3,2,2
63,5,1,1,1,1,1,1,3,1,2,1,2,4
63,6,2,2,2,1,1,1,1,3,3,2,1,1
63,7,3,3,3,1,1,1,3,3,3,1,2,2
63,8,4,4,1,1,1,1,3,2,3,2,3,4
79,5,1,1,2,1,1,1,3,1,2,1,2,4
79,6,2,2,3,1,1,1,1,3,3,2,1,1
79,7,3,3,3,1,1,1,3,3,3,1,2,2
79,8,4,4,3,1,1,1,3,2,3,2,3,4
100,1,1,1,3,1,1,1,1,1,2,2,3,3
100,2,2,2,3,1,1,1,2,2,4,3,1,1
100,3,3,3,2,1,1,1,3,2,2,1,1,1
100,4,4,4,3,1,1,1,2,1,1,3,2,2
58,5,1,1,3,1,1,1,3,1,2,1,2,4
58,6,2,2,2,1,1,1,1,3,3,2,1,1
58,7,3,3,2,1,1,1,3,3,3,1,2,2
58,8,4,4,3,1,1,1,3,2,3,2,3,4
118,5,1,1,2,1,1,1,3,1,2,1,2,4
118,6,2,2,1,1,1,1,1,3,3,2,1,1
118,7,3,3,3,1,1,1,3,3,3,1,2,2
118,8,4,4,2,1,1,1,3,2,3,2,3,4
114,1,1,1,3,1,1,1,1,1,2,2,3,3
114,2,2,2,1,1,1,1,2,2,4,3,1,1
114,3,3,3,1,1,1,1,3,2,2,1,1,1
114,4,4,4,2,1,1,1,2,1,1,3,2,2
129,1,1,1,1,1,1,1,1,1,2,2,3,3
129,2,2,2,3,1,1,1,2,2,4,3,1,1
129,3,3,3,2,1,1,1,3,2,2,1,1,1
129,4,4,4,3,1,1,1,2,1,1,3,2,2
93,5,1,1,1,1,1,1,3,1,2,1,2,4
93,6,2,2,1,1,1,1,1,3,3,2,1,1
93,7,3,3,1,1,1,1,3,3,3,1,2,2
93,8,4,4,1,1,1,1,3,2,3,2,3,4
113,1,1,1,3,1,1,1,1,1,2,2,3,3
113,2,2,2,1,1,1,1,2,2,4,3,1,1
113,3,3,3,2,1,1,1,3,2,2,1,1,1
113,4,4,4,2,1,1,1,2,1,1,3,2,2
109,1,1,1,1,1,1,1,1,1,2,2,3,3
109,2,2,2,1,1,1,1,2,2,4,3,1,1
109,3,3,3,3,1,1,1,3,2,2,1,1,1
109,4,4,4,2,1,1,1,2,1,1,3,2,2
95,1,1,1,1,1,1,1,1,1,2,2,3,3
95,2,2,2,1,1,1,1,2,2,4,3,1,1
95,3,3,3,1,1,1,1,3,2,2,1,1,1
95,4,4,4,1,1,1,1,2,1,1,3,2,2
120,1,1,1,1,1,1,1,1,1,2,2,3,3
120,2,2,2,2,1,1,1,2,2,4,3,1,1
120,3,3,3,2,1,1,1,3,2,2,1,1,1
120,4,4,4,3,1,1,1,2,1,1,3,2,2
102,1,1,1,3,1,1,1,1,1,2,2,3,3
102,2,2,2,2,1,1,1,2,2,4,3,1,1
102,3,3,3,2,1,1,1,3,2,2,1,1,1
102,4,4,4,3,1,1,1,2,1,1,3,2,2
65,1,1,1,2,1,1,1,1,1,2,2,3,3
65,2,2,2,1,1,1,1,2,2,4,3,1,1
65,3,3,3,3,1,1,1,3,2,2,1,1,1
65,4,4,4,2,1,1,1,2,1,1,3,2,2
77,5,1,1,3,1,1,1,3,1,2,1,2,4
77,6,2,2,2,1,1,1,1,3,3,2,1,1
77,7,3,3,2,1,1,1,3,3,3,1,2,2
77,8,4,4,2,1,1,1,3,2,3,2,3,4
64,5,1,1,3,1,1,1,3,1,2,1,2,4
64,6,2,2,2,1,1,1,1,3,3,2,1,1
64,7,3,3,3,1,1,1,3,3,3,1,2,2
64,8,4,4,3,1,1,1,3,2,3,2,3,4
163,1,1,1,2,1,1,1,1,1,2,2,3,3
163,2,2,2,2,1,1,1,2,2,4,3,1,1
163,3,3,3,3,1,1,1,3,2,2,1,1,1
163,4,4,4,1,1,1,1,2,1,1,3,2,2
122,5,1,1,1,1,1,1,3,1,2,1,2,4
122,6,2,2,2,1,1,1,1,3,3,2,1,1
122,7,3,3,3,1,1,1,3,3,3,1,2,2
122,8,4,4,1,1,1,1,3,2,3,2,3,4
92,5,1,1,1,1,1,1,3,1,2,1,2,4
92,6,2,2,2,1,1,1,1,3,3,2,1,1
92,7,3,3,1,1,1,1,3,3,3,1,2,2
92,8,4,4,1,1,1,1,3,2,3,2,3,4
159,5,1,1,3,1,1,1,3,1,2,1,2,4
159,6,2,2,2,1,1,1,1,3,3,2,1,1
159,7,3,3,2,1,1,1,3,3,3,1,2,2
159,8,4,4,3,1,1,1,3,2,3,2,3,4
111,5,1,1,2,1,1,1,3,1,2,1,2,4
111,6,2,2,2,1,1,1,1,3,3,2,1,1
111,7,3,3,3,1,1,1,3,3,3,1,2,2
111,8,4,4,2,1,1,1,3,2,3,2,3,4
131,1,1,1,2,1,1,1,1,1,2,2,3,3
131,2,2,2,3,1,1,1,2,2,4,3,1,1
131,3,3,3,3,1,1,1,3,2,2,1,1,1
131,4,4,4,2,1,1,1,2,1,1,3,2,2
138,1,1,1,2,1,1,1,1,1,2,2,3,3
138,2,2,2,3,1,1,1,2,2,4,3,1,1
138,3,3,3,3,1,1,1,3,2,2,1,1,1
138,4,4,4,2,1,1,1,2,1,1,3,2,2
172,1,1,1,2,1,1,1,1,1,2,2,3,3
172,2,2,2,3,1,1,1,2,2,4,3,1,1
172,3,3,3,2,1,1,1,3,2,2,1,1,1
172,4,4,4,3,1,1,1,2,1,1,3,2,2
70,5,1,1,1,1,1,1,3,1,2,1,2,4
70,6,2,2,2,1,1,1,1,3,3,2,1,1
70,7,3,3,3,1,1,1,3,3,3,1,2,2
70,8,4,4,1,1,1,1,3,2,3,2,3,4
119,1,1,1,1,1,1,1,1,1,2,2,3,3
119,2,2,2,1,1,1,1,2,2,4,3,1,1
119,3,3,3,1,1,1,1,3,2,2,1,1,1
119,4,4,4,1,1,1,1,2,1,1,3,2,2
147,5,1,1,3,1,1,1,3,1,2,1,2,4
147,6,2,2,2,1,1,1,1,3,3,2,1,1
147,7,3,3,3,1,1,1,3,3,3,1,2,2
147,8,4,4,3,1,1,1,3,2,3,2,3,4
116,5,1,1,2,1,1,1,3,1,2,1,2,4
116,6,2,2,3,1,1,1,1,3,3,2,1,1
116,7,3,3,3,1,1,1,3,3,3,1,2,2
116,8,4,4,2,1,1,1,3,2,3,2,3,4
158,1,1,1,3,1,1,1,1,1,2,2,3,3
158,2,2,2,2,1,1,1,2,2,4,3,1,1
158,3,3,3,2,1,1,1,3,2,2,1,1,1
158,4,4,4,3,1,1,1,2,1,1,3,2,2
133,5,1,1,3,1,1,1,3,1,2,1,2,4
133,6,2,2,2,1,1,1,1,3,3,2,1,1
133,7,3,3,3,1,1,1,3,3,3,1,2,2
133,8,4,4,2,1,1,1,3,2,3,2,3,4
149,5,1,1,1,1,1,1,3,1,2,1,2,4
149,6,2,2,1,1,1,1,1,3,3,2,1,1
149,7,3,3,1,1,1,1,3,3,3,1,2,2
149,8,4,4,1,1,1,1,3,2,3,2,3,4
112,5,1,1,3,1,1,1,3,1,2,1,2,4
112,6,2,2,2,1,1,1,1,3,3,2,1,1
112,7,3,3,2,1,1,1,3,3,3,1,2,2
112,8,4,4,3,1,1,1,3,2,3,2,3,4
125,1,1,1,2,1,1,1,1,1,2,2,3,3
125,2,2,2,3,1,1,1,2,2,4,3,1,1
125,3,3,3,2,1,1,1,3,2,2,1,1,1
125,4,4,4,1,1,1,1,2,1,1,3,2,2
167,1,1,1,3,1,1,1,1,1,2,2,3,3
167,2,2,2,3,1,1,1,2,2,4,3,1,1
167,3,3,3,2,1,1,1,3,2,2,1,1,1
167,4,4,4,2,1,1,1,2,1,1,3,2,2
101,1,1,1,3,1,1,1,1,1,2,2,3,3
101,2,2,2,2,1,1,1,2,2,4,3,1,1
101,3,3,3,2,1,1,1,3,2,2,1,1,1
101,4,4,4,3,1,1,1,2,1,1,3,2,2
209,5,1,1,3,1,1,1,3,1,2,1,2,4
209,6,2,2,2,1,1,1,1,3,3,2,1,1
209,7,3,3,2,1,1,1,3,3,3,1,2,2
209,8,4,4,3,1,1,1,3,2,3,2,3,4
152,5,1,1,2,1,1,1,3,1,2,1,2,4
152,6,2,2,2,1,1,1,1,3,3,2,1,1
152,7,3,3,3,1,1,1,3,3,3,1,2,2
152,8,4,4,3,1,1,1,3,2,3,2,3,4
146,1,1,1,3,1,1,1,1,1,2,2,3,3
146,2,2,2,3,1,1,1,2,2,4,3,1,1
146,3,3,3,3,1,1,1,3,2,2,1,1,1
146,4,4,4,2,1,1,1,2,1,1,3,2,2
179,5,1,1,1,1,1,1,3,1,2,1,2,4
179,6,2,2,2,1,1,1,1,3,3,2,1,1
179,7,3,3,3,1,1,1,3,3,3,1,2,2
179,8,4,4,2,1,1,1,3,2,3,2,3,4
117,5,1,1,3,1,1,1,3,1,2,1,2,4
117,6,2,2,2,1,1,1,1,3,3,2,1,1
117,7,3,3,3,1,1,1,3,3,3,1,2,2
117,8,4,4,3,1,1,1,3,2,3,2,3,4
169,5,1,1,3,1,1,1,3,1,2,1,2,4
169,6,2,2,2,1,1,1,1,3,3,2,1,1
169,7,3,3,3,1,1,1,3,3,3,1,2,2
169,8,4,4,3,1,1,1,3,2,3,2,3,4
142,5,1,1,1,1,1,1,3,1,2,1,2,4
142,6,2,2,2,1,1,1,1,3,3,2,1,1
142,7,3,3,2,1,1,1,3,3,3,1,2,2
142,8,4,4,2,1,1,1,3,2,3,2,3,4
205,1,1,1,2,1,1,1,1,1,2,2,3,3
205,2,2,2,2,1,1,1,2,2,4,3,1,1
205,3,3,3,3,1,1,1,3,2,2,1,1,1
205,4,4,4,2,1,1,1,2,1,1,3,2,2
136,5,1,1,2,1,1,1,3,1,2,1,2,4
136,6,2,2,2,1,1,1,1,3,3,2,1,1
136,7,3,3,2,1,1,1,3,3,3,1,2,2
136,8,4,4,2,1,1,1,3,2,3,2,3,4
124,1,1,1,3,1,1,1,1,1,2,2,3,3
124,2,2,2,2,1,1,1,2,2,4,3,1,1
124,3,3,3,3,1,1,1,3,2,2,1,1,1
124,4,4,4,2,1,1,1,2,1,1,3,2,2
68,5,1,1,3,1,1,1,3,1,2,1,2,4
68,6,2,2,2,1,1,1,1,3,3,2,1,1
68,7,3,3,2,1,1,1,3,3,3,1,2,2
68,8,4,4,2,1,1,1,3,2,3,2,3,4
187,1,1,1,1,1,1,1,1,1,2,2,3,3
187,2,2,2,1,1,1,1,2,2,4,3,1,1
187,3,3,3,1,1,1,1,3,2,2,1,1,1
187,4,4,4,1,1,1,1,2,1,1,3,2,2
150,5,1,1,3,1,1,1,3,1,2,1,2,4
150,6,2,2,2,1,1,1,1,3,3,2,1,1
150,7,3,3,3,1,1,1,3,3,3,1,2,2
150,8,4,4,3,1,1,1,3,2,3,2,3,4
